product	purchases
20432126	1
20432232	1
20432911	58
20433871	5
20433888	6
20433895	13
20434076	2
20434090	3
20434113	2
20434182	5
20434229	8
20434267	1
20434274	1
20434809	120
20435219	28
20435820	38
20435875	3
20435882	17
20435899	19
20435912	11
20435929	2
20435936	8
20435950	31
20436377	6
20436544	1
20436896	1
20436902	6
20438142	1
20443009	8
20443658	7
20444037	2
20444068	2
20444075	1
20444761	10
20444778	6
20445966	9
20445973	14
20445980	21
20445997	7
20446000	7
20446017	6
20446208	4
20446703	13
20447106	1
20447113	4
20447755	1
20448479	1
20448516	2
20449773	1
20449902	22
20449926	4
20450373	1
20450489	2
20450526	2
20450564	13
20450571	3
20450649	1
20450731	3
20450748	12
20450793	12
20450847	3
20451042	43
20451059	52
20451066	49
20451073	38
20451110	1
20451165	1
20451172	1
20451370	50
20451547	2
20452315	3
20452636	2
20452674	1
20452698	2
20452704	2
20452735	4
20452780	1
20452797	1
20452803	1
20452810	2
20452827	5
20452834	2
20452841	1
20452872	3
20452889	1
20452926	2
20452933	5
20452995	1
20453060	3
20453107	189
20453114	8
20453138	6
20453442	2
20454296	18
20454302	11
20454319	9
20454326	6
20454333	18
20454340	15
20454388	13
20454395	5
20454418	2
20454425	2
20454432	7
20454449	15
20454456	1
20454487	2
20454494	5
20454500	4
20454517	8
20455187	1
20455705	3
20456221	4
20456245	69
20456498	21
20456641	16
20456665	11
20456672	3
20456702	5
20457228	4
20457365	67
20457372	4
20457839	10
20457846	4
20457860	16
20457877	17
20457884	3
20457891	33
20457907	7
20457914	26
20457921	19
20457938	3
20457969	2
20457983	1
20458140	9
20458157	12
20458164	9
20458171	7
20458188	7
20458225	6
20458256	1
20458263	3
20459642	2
20459659	8
20459673	3
20459680	12
20459697	11
20459703	2
20459710	4
20459727	41
20459734	14
20459741	4
20459765	8
20459789	5
20459796	1
20459802	2
20459833	6
20459840	6
20459871	10
20459888	9
20459895	6
20459901	3
20459918	6
20459932	2
20459949	15
20459963	4
20460266	7
20460631	5
20460662	5
20460723	1
20460877	7
20460884	1
20460907	24
20460945	1
20460983	4
20461010	28
20461072	14
20461416	17
20461447	5
20461478	7
20461485	1
20461492	1
20464011	4
20464127	1
20465575	4
20465582	8
20467197	6
20467210	4
20467227	5
20467234	3
20467258	2
20467296	2
20467302	10
20468040	11
20468163	6
20468187	2
20470036	11
20470180	5
20470340	56
20470357	39
20470388	1
20470449	1
20470692	8
20470739	11
20470753	1
20470777	2
20471521	2
20471965	1
20471972	1
20479336	3
20479893	2
20480035	5
20480349	11
20480356	17
20485221	3
20485238	3
20485245	4
20485252	3
20485269	3
20485276	2
20485290	9
20485757	1
20486303	5
20487546	98
20487560	1
20487577	3
20487584	2
20487591	5
20487607	1
20487614	4
20488093	3
20488109	1
20489182	23
20489250	2
20489281	1
20489304	1
20489328	10
20489793	1
20489960	8
20490232	3
20491185	1
20491536	10
20491581	3
20491628	5
20491635	6
20492205	1
20492427	1
20492434	2
20492519	20
20493547	11
20493615	16
20493639	6
20493646	7
20493653	5
20493660	7
20493677	9
20493684	2
20493691	3
20493707	4
20493714	5
20493738	8
20493745	9
20493752	13
20493776	64
20493783	1
20493820	2
20493844	1
20493882	7
20493899	4
20493912	3
20493936	3
20493998	2
20494049	4
20494063	3
20494094	4
20494100	7
20494117	53
20494124	18
20494131	13
20494162	11
20494179	2
20494186	4
20494209	38
20494247	2
20494278	1
20494308	20
20494315	24
20494346	23
20494391	8
20494421	20
20494452	38
20494476	18
20494483	3
20494506	2
20494513	1
20494520	13
20494537	21
20494544	10
20494551	14
20494582	11
20494599	10
20494605	43
20494629	7
20494636	31
20494643	20
20494650	2
20494667	4
20494681	6
20494698	1
20494711	13
20494728	7
20494735	9
20494759	2
20494773	2
20494797	12
20494803	3
20494827	6
20494872	10
20494889	8
20494896	1
20494902	6
20494919	5
20494926	4
20494933	12
20494940	3
20494964	6
20494988	2
20494995	2
20495008	2
20495015	1
20495046	3
20495053	2
20495060	2
20495077	3
20495084	8
20495442	11
20495459	2
20495497	2
20495510	6
20495619	9
20495749	25
20495794	6
20496166	5
20496234	18
20496463	5
20496494	9
20496500	1
20496517	1
20496524	3
20496548	6
20496623	4
20497453	1
20497484	50
20497705	10
20497743	1
20497767	4
20497774	7
20497798	4
20498573	306
20498764	2
20499594	3
20499600	2
20499648	1
20499662	15
20499679	4
20499730	6
20499747	1
20500528	2
20500535	2
20500573	3
20500887	2
20500894	2
20501037	1
20504052	2
20504076	5
20504793	1
20504823	3
20504847	2
20505059	59
20505066	14
20505127	20
20505196	1
20505233	219
20505400	33
20505424	1
20505714	5
20505738	2
20505752	1
20505868	3
20505882	6
20505936	3
20506131	16
20506148	4
20506155	1
20506230	3
20506469	3
20506476	14
20506490	1
20506537	5
20506551	6
20506643	2
20506766	8
20506780	2
20506797	14
20506841	6
20506865	2
20506872	4
20506902	1
20507039	1
20507046	2
20507077	1
20507107	1
20507114	2
20507138	3
20507169	3
20507176	3
20507183	2
20507404	2
20508029	1
20508203	18
20508845	1
20508869	22
20508883	5
20508890	7
20508906	3
20508951	2
20508968	1
20508975	12
20508982	15
20509149	5
20509231	16
20509484	4
20509804	1
20509811	1
20509828	1
20509835	4
20509842	1
20509859	6
20509873	1
20509897	2
20509910	3
20509941	4
20509958	8
20510060	5
20510091	24
20510107	3
20510114	26
20510121	3
20510138	3
20510145	1
20510169	50
20510183	57
20510190	24
20510244	2
20510268	3
20510275	2
20510701	8
20510718	14
20510725	14
20510732	8
20510749	22
20511234	7
20511678	1
20511937	1
20511944	3
20511951	1
20512019	1
20512309	1
20512316	4
20512606	2
20512620	5
20512651	1
20512828	7
20512835	8
20512866	3
20512873	2
20512880	4
20512897	3
20512927	10
20512972	13
20512989	15
20512996	5
20513009	6
20513016	40
20513023	28
20513030	16
20513047	17
20513054	44
20513061	5
20513078	1
20513085	3
20513092	4
20513108	9
20513115	9
20513139	4
20513146	6
20513153	3
20513160	16
20513177	29
20513184	81
20513191	87
20513207	15
20513221	2
20513238	1
20513245	3
20513252	10
20513269	3
20513276	4
20513283	9
20513290	12
20513306	38
20513313	3
20513320	4
20513337	32
20513344	12
20513351	8
20513368	63
20513375	99
20513382	44
20513399	21
20513405	45
20513412	60
20513429	41
20513641	3
20513887	4
20514136	9
20514174	8
20514181	3
20514235	233
20514624	4
20514631	3
20514723	17
20514730	14
20514747	1
20514754	1
20514761	7
20514792	12
20514839	70
20514891	79
20514921	7
20514938	5
20514983	3
20515027	7
20515058	2
20515096	3
20515195	4
20515201	9
20515218	19
20515232	1
20515256	6
20515287	48
20515300	4
20515409	12
20515423	76
20515430	67
20515447	45
20515454	11
20515461	61
20515478	40
20515485	170
20515492	12
20515508	27
20515768	12
20515881	18
20517502	2
20517601	6
20517618	2
20517625	1
20517755	2
20517779	28
20517786	9
20517793	3
20517922	6
20517984	1
20518004	6
20518196	2
20518233	5
20518240	6
20518257	9
20518264	7
20518271	7
20518295	3
20519346	5
20519353	10
20519360	4
20519377	6
20519384	15
20519391	3
20519407	2
20519414	10
20519438	7
20519445	3
20519452	7
20519490	5
20519506	6
20519513	2
20519520	3
20519537	1
20519544	1
20519551	6
20519568	11
20519575	2
20519582	3
20519599	1
20519612	4
20519629	5
20519636	2
20519650	1
20519667	2
20519674	4
20519681	3
20519698	1
20519704	1
20519711	3
20519728	5
20519735	2
20519742	3
20519773	1
20519780	1
20519797	7
20519803	3
20519827	3
20519834	2
20519841	6
20519858	2
20519889	3
20519896	1
20519902	5
20519919	6
20519926	4
20520663	8
20521059	8
20521066	17
20521073	1
20521097	1
20521110	2
20521127	1
20521134	1
20521141	3
20521165	2
20521172	3
20521240	3
20521257	12
20521301	2
20521332	17
20521349	2
20521356	1
20521370	9
20521387	15
20521394	44
20521400	37
20521424	8
20521431	3
20521462	3
20521486	5
20521509	1
20521516	8
20521523	8
20521561	1
20521578	17
20521585	5
20521608	1
20521615	5
20521646	3
20521905	5
20521912	2
20521936	2
20521950	1
20521974	10
20521981	2
20522209	15
20522278	6
20522285	41
20522292	16
20522308	2
20522445	1
20522483	3
20522544	2
20522568	4
20522582	2
20522636	14
20522650	27
20522667	60
20522742	1
20523077	1
20523084	3
20523091	1
20523121	4
20523138	1
20523145	1
20523152	6
20523169	3
20523312	10
20523329	7
20523794	5
20523893	2
20523916	7
20523923	4
20523930	3
20523954	1
20523961	9
20523985	1
20524005	3
20524012	2
20524036	1
20524043	5
20524050	3
20524067	3
20524128	1
20524135	1
20524142	1
20524159	1
20524180	1
20524197	1
20524203	2
20524531	18
20524593	3
20524616	2
20524623	8
20524630	3
20524654	29
20524692	2
20524708	6
20524715	3
20524722	6
20524753	26
20524760	18
20524777	4
20524791	1
20524807	2
20524814	3
20524821	3
20524838	8
20524845	30
20524852	6
20524951	4
20525040	2
20525064	2
20525149	5
20525156	11
20525187	39
20525200	43
20525248	5
20525255	2
20525262	18
20525545	2
20525552	1
20525583	1
20525606	2
20525613	3
20525620	3
20525637	1
20525644	15
20525668	1
20525675	1
20525682	7
20525743	6
20525804	4
20526535	3
20526542	5
20526559	5
20526566	6
20526573	5
20526580	3
20526603	3
20526610	6
20526627	3
20526634	5
20526641	3
20526672	2
20526689	5
20526696	4
20526702	2
20526726	1
20526733	3
20526740	4
20526757	2
20526764	4
20526832	3
20526849	2
20526931	1
20527068	2
20527082	2
20527273	1
20527341	1
20527570	2
20527693	1
20527914	1
20528409	1
20528706	7
20528713	5
20528720	15
20528973	16
20529000	11
20529031	4
20529048	8
20529055	4
20529079	7
20529086	23
20529109	9
20529116	10
20529123	4
20529130	5
20529147	2
20529154	22
20529178	1
20529192	7
20529215	5
20529222	24
20529239	8
20529246	24
20529253	2
20529277	15
20529284	1
20529321	11
20529338	27
20529345	9
20529352	9
20529369	7
20529383	12
20529420	8
20529482	2
20529499	15
20529505	12
20529512	7
20529529	50
20529536	24
20530358	7
20530631	48
20530648	56
20530662	11
20530679	29
20530686	8
20530693	9
20530709	4
20530716	8
20530754	1
20530761	5
20530907	1
20530914	2
20530921	25
20531096	18
20531102	12
20531119	1
20531188	4
20531195	2
20531546	6
20531638	45
20531645	5
20531690	16
20531706	19
20531737	3
20531751	5
20531768	6
20531775	2
20531782	3
20532345	9
20532352	14
20532369	16
20532376	5
20532413	41
20532420	26
20532437	33
20532444	15
20532451	7
20532468	4
20532475	17
20532482	17
20532529	13
20532536	6
20532543	4
20532802	1
20532826	1
20532871	3
20533403	6
20533632	6
20533717	7
20533724	13
20533731	22
20533748	8
20533755	32
20533762	9
20533939	13
20533984	6
20534011	1
20534028	7
20534042	1
20534073	3
20534929	8
20534967	3
20535032	5
20535087	2
20535261	4
20535407	314
20535414	208
20537227	5
20537265	12
20537302	5
20537319	13
20537326	2
20537333	2
20537340	9
20537371	10
20537388	6
20537418	2
20537425	7
20537449	15
20537470	4
20537487	1
20537494	9
20537500	3
20537524	4
20537531	4
20537548	17
20537579	9
20537586	7
20537609	1
20537630	4
20537654	9
20537685	3
20537692	11
20537715	8
20538514	101
20538521	9
20538538	12
20538545	14
20538651	4
20538668	4
20539085	1
20539115	5
20539122	2
20539139	6
20539177	1
20539207	9
20539214	14
20539221	4
20539238	3
20539252	6
20539269	4
20539276	6
20539290	17
20539306	2
20539344	1
20539368	4
20539382	6
20539399	1
20539542	1
20539764	1
20540081	4
20540098	40
20540104	10
20540111	9
20540142	4
20540258	1
20540265	8
20540289	3
20540296	5
20540302	1
20540326	1
20540524	3
20540784	14
20540791	11
20541057	3
20541125	6
20541194	4
20541279	3
20541286	46
20541309	15
20541484	1
20541491	5
20541507	1
20541590	3
20541606	5
20541613	4
20541705	3
20541729	1
20541736	7
20541873	10
20541958	3
20542023	3
20542030	13
20542047	9
20542207	1
20542214	1
20542238	3
20542597	3
20542610	1
20542627	2
20542658	1
20542856	4
20542863	8
20542924	2
20542931	1
20542948	10
20542955	5
20542979	4
20542993	3
20543006	3
20543013	1
20543020	2
20543037	1
20543051	4
20543075	1
20543082	3
20543105	2
20543112	6
20543143	2
20543150	1
20543167	4
20543174	5
20543198	2
20543204	3
20543211	2
20543228	1
20543235	1
20543242	2
20543259	2
20543297	1
20543310	4
20543334	6
20543372	2
20543389	1
20543464	8
20543471	2
20543495	5
20543501	9
20543532	2
20543556	5
20543662	2
20543686	1
20543693	1
20543723	4
20543730	5
20543747	4
20543754	8
20543761	7
20543778	4
20543785	6
20543792	6
20543808	1
20543815	4
20543822	6
20543839	1
20543877	38
20543884	39
20543914	13
20543921	12
20543938	17
20544164	3
20544188	1
20544201	2
20544232	67
20544294	2
20544300	1
20544317	2
20544324	1
20544393	3
20544423	7
20544447	1
20544461	1
20544485	2
20544492	1
20544522	261
20544539	8
20544553	14
20544560	6
20544577	3
20544591	21
20544607	3
20544614	2
20544683	7
20544690	1
20544713	7
20544720	4
20544737	7
20544744	1
20544751	6
20544768	5
20544805	1
20544850	8
20544881	1
20544928	7
20544935	19
20544942	9
20544959	38
20544966	18
20544980	1
20545017	6
20545055	2
20545062	59
20545079	9
20545086	11
20545093	2
20545116	8
20545345	1
20545406	2
20545413	1
20545420	1
20545451	3
20545512	1
20545574	4
20545604	1
20545659	2
20545772	4
20545789	12
20545802	2
20545819	2
20545826	2
20545833	5
20545840	17
20545857	10
20545970	8
20545987	10
20545994	2
20546212	1
20546236	349
20546243	2
20546274	5
20546281	5
20546298	5
20546304	1
20546328	1
20546380	3
20546397	4
20546403	2
20546410	5
20546427	4
20546434	3
20546441	4
20546458	10
20546465	7
20546472	1
20546496	1
20546588	3
20546601	17
20546618	1
20546632	1
20546649	1
20546656	1
20546663	2
20546779	2
20546786	38
20546809	6
20546830	16
20546847	1
20546892	1
20546960	3
20546977	21
20547028	5
20547103	1
20547134	1
20547950	2
20547967	3
20547974	5
20547981	3
20547998	3
20548001	6
20548018	2
20548025	11
20548032	19
20548056	1
20548063	1
20548094	1
20548124	1
20548322	5
20548421	2
20548438	13
20548452	1
20548520	8
20548537	1
20548551	1
20548612	2
20548636	17
20548643	3
20548827	1
20548834	3
20548919	1
20548926	4
20548933	2
20548940	1
20548957	3
20548964	2
20548971	5
20548988	6
20548995	7
20549251	1
20549305	3
20549312	11
20549367	9
20549374	13
20549381	2
20549404	139
20549602	4
20549633	3
20549800	1
20549817	7
20549824	1
20549862	1
20549886	2
20549893	4
20549909	4
20549916	5
20549947	1
20549992	6
20550004	2
20550080	1
20550158	2
20550165	2
20550189	1
20550196	1
20550219	1
20550226	9
20550233	9
20550240	3
20550271	1
20550325	2
20550363	3
20550370	15
20550387	8
20550394	11
20550400	11
20550417	8
20550547	3
20550561	4
20550615	6
20550639	3
20550660	13
20550677	8
20550684	139
20550745	16
20550974	1
20551018	4
20552923	1
20552961	1
20552978	1
20552985	4
20553050	3
20553081	3
20553098	7
20553111	4
20553128	3
20553135	2
20553159	2
20553180	1
20553197	1
20553265	7
20553272	1
20553296	4
20553340	1
20553364	8
20553371	11
20553395	16
20553418	130
20553425	3
20553449	2
20553456	3
20553463	10
20553470	7
20553487	3
20553692	6
20553708	4
20553715	8
20553722	6
20553739	7
20553746	4
20553760	16
20553777	5
20553807	16
20553814	47
20553838	1
20553869	4
20553920	3
20554002	1
20554033	1
20554040	1
20554057	1
20554088	1
20554118	1
20554439	1
20554460	3
20554477	16
20554484	2
20554491	1
20554545	1
20554552	1
20554583	3
20554590	4
20554606	1
20554613	1
20554668	1
20554682	58
20554699	53
20554705	61
20554729	2
20554736	1
20554767	2
20554774	1
20554835	2
20554842	1
20554859	6
20554873	3
20554903	10
20554989	18
20555009	19
20555023	2
20555047	12
20555054	25
20555061	17
20555085	2
20555092	42
20555115	5
20555122	5
20555139	3
20555153	1
20555160	2
20555245	5
20555252	15
20555269	3
20555276	1
20555283	8
20555306	1
20555320	5
20555337	6
20555344	11
20555351	34
20555368	2
20555375	10
20555399	24
20555405	1
20555429	72
20555436	13
20555498	3
20555504	2
20555597	1
20555603	2
20555610	3
20555627	2
20555634	1
20555641	1
20555696	3
20555733	6
20555740	7
20555801	1
20555832	1
20555849	5
20555856	2
20555870	2
20555887	1
20555900	7
20555917	17
20555924	6
20555931	4
20555948	6
20555955	12
20555962	5
20555979	21
20555986	30
20556020	1
20556037	1
20556044	19
20556051	1
20556105	5
20556112	5
20556129	26
20556136	5
20556143	4
20556150	1
20556167	1
20556259	1
20556372	279
20556419	2
20556433	93
20556440	2
20556457	31
20556464	8
20556471	1
20556488	4
20556624	4
20556662	1
20556679	1
20556686	1
20556716	2
20556747	2
20556976	2
20556983	9
20556990	2
20557003	1202
20557089	9
20557164	2
20557171	2
20557263	3
20557331	6
20557348	1
20557362	8
20557386	16
20557409	9
20557669	15
20557676	1
20557775	52
20557782	6
20557799	15
20557805	5
20557812	6
20557843	1
20557867	2
20557904	11
20557980	1
20557997	5
20558024	2
20558048	4
20558055	5
20558109	1
20558116	26
20558123	4
20558130	12
20558147	2
20558154	11
20558161	4
20558178	1
20558192	1
20558239	1
20558307	1
20558321	2
20558369	6
20558383	3
20558390	2
20558451	1
20558468	28
20558475	38
20558482	3
20558499	6
20558505	11
20558512	4
20558529	6
20558536	5
20558543	2
20558550	2
20558567	3
20558574	2
20558598	4
20558819	12
20558826	5
20558987	3
20558994	2
20559007	1
20559021	1
20559038	6
20559045	31
20559106	23
20559199	5
20559205	1
20559311	1
20559328	1
20559366	80
20559373	25
20559380	16
20559427	2
20559496	1
20559502	1
20559519	2
20559533	5
20559571	3
20559588	10
20559601	31
20559618	2
20559625	22
20559632	13
20559649	7
20559656	1
20559663	8
20559670	12
20559687	3
20559694	4
20559700	2
20559717	7
20559724	6
20559731	7
20559748	8
20559755	43
20559762	7
20559779	2
20559786	1
20559809	7
20559816	1
20559823	9
20559830	17
20559847	16
20559854	5
20559861	6
20559878	5
20559885	8
20559892	7
20559908	17
20559915	17
20559977	111
20559991	7
20560003	23
20560010	1
20560027	15
20560058	10
20560065	17
20560096	18
20560102	37
20560119	10
20560126	31
20560171	1
20560348	1
20560355	4
20560362	7
20560379	1
20560386	3
20560393	3
20560409	1
20560423	7
20560430	5
20560447	1
20560454	6
20560492	7
20560515	18
20560539	6
20560607	4
20560621	1
20560676	3
20560683	38
20560690	3
20560706	3
20560713	8
20560737	1
20560775	1
20560799	2
20560928	1
20560935	1
20560980	1
20561017	1
20561024	2
20561048	1
20561093	1
20561109	1
20561123	3
20561130	3
20561161	1
20561208	22
20561215	1
20561239	3
20561246	2
20561253	3
20561260	4
20561277	36
20561284	3
20561307	3
20561314	1
20561321	6
20561338	4
20561345	5
20561352	5
20561369	3
20561376	12
20561383	13
20561390	16
20561406	12
20561413	3
20561420	2
20561437	4
20561451	2
20561468	12
20561475	5
20561482	8
20561499	3
20561505	7
20561512	5
20561529	21
20561536	4
20561543	1
20561550	12
20561567	2
20561574	15
20561581	15
20561598	3
20561604	3
20561628	4
20561635	9
20561642	25
20561741	1
20562366	7
20562373	5
20562380	6
20562403	2
20562410	3
20562427	6
20562434	15
20562441	15
20562472	2
20562489	7
20562496	2
20562502	4
20562519	3
20562526	22
20562540	7
20562571	14
20562588	19
20562595	17
20562601	19
20562649	2
20562656	1
20562663	1
20562670	22
20562687	4
20562717	5
20562731	1
20562748	1
20562755	1
20562762	2
20562779	4
20562786	15
20562793	6
20562809	1
20562854	2
20562885	36
20562908	5
20562915	11
20562922	57
20562939	22
20562946	2
20562953	14
20562960	1
20562977	12
20562984	1
20562991	19
20563165	10
20563172	5
20563189	5
20563196	2
20563202	3
20563226	3
20563233	1
20563240	1
20563257	8
20563264	6
20563271	6
20563332	1
20563349	3
20563356	56
20563370	1
20563387	2
20563394	4
20563400	8
20563417	4
20563479	1
20563486	7
20563509	6
20563516	4
20563530	3
20563554	57
20563578	1
20563585	5
20563592	5
20563615	1
20563639	3
20563721	5
20563738	1
20563745	33
20563752	22
20563769	30
20563776	25
20563783	22
20563790	5
20563806	4
20563813	5
20563820	2
20564100	118
20564117	28
20564124	26
20564131	17
20564148	2
20564155	7
20564179	1
20564186	9
20564278	1
20564308	9
20564315	8
20564322	15
20564339	1
20564360	1
20564384	3
20564476	1
20564520	1
20564537	59
20564544	91
20564551	16
20564568	6
20564575	14
20564582	4
20564599	5
20564605	85
20564612	46
20564629	2
20564636	6
20564643	34
20564650	8
20564667	3
20564674	3
20564681	1
20564698	3
20564704	1
20564711	7
20564735	4
20564742	1
20564766	9
20564780	4
20564797	7
20564803	7
20564865	1
20564889	4
20564896	7
20564902	1
20564926	1
20564933	34
20564995	2
20565008	11
20565015	10
20565022	3
20565039	24
20565046	4
20565053	5
20565084	4
20565091	3
20565107	10
20565114	7
20565145	1
20565176	2
20565183	16
20565190	7
20565206	11
20565220	2
20565237	5
20565244	3
20565251	1
20565275	18
20565282	3
20565299	3
20565305	11
20565312	4
20565329	3
20565336	4
20565343	25
20565367	11
20565374	10
20565381	33
20565398	1
20565404	5
20565411	20
20565428	3
